,ACCESS1-0,ACCESS1-3,bcc-csm1-1-m,bcc-csm1-1,BNU-ESM,CanESM2,CCSM4,CESM1-BGC,CESM1-CAM5,CMCC-CESM,CMCC-CM,CMCC-CMS,CNRM-CM5,CSIRO-Mk3-6-0,EC-EARTH,FGOALS-g2,GFDL-CM3,GFDL-ESM2G,GFDL-ESM2M,HadGEM2-AO,HadGEM2-CC,HadGEM2-ES,inmcm4,IPSL-CM5A-LR,IPSL-CM5A-MR,IPSL-CM5B-LR,MIROC-ESM-CHEM,MIROC-ESM,MIROC5,MPI-ESM-LR,MPI-ESM-MR,MRI-CGCM3,MRI-ESM1,NorESM1-M
1,1.888124117647059,2.0179774019607843,1.8736258823529408,1.8091199999999996,2.173623725490196,2.136900294117647,2.0831777941176464,2.3329014705882356,2.4570209803921568,2.19772,1.6104917647058823,1.8989461274509807,2.0658872058823525,1.9327317647058824,2.5033134803921575,2.0617635294117647,2.0460088725490193,2.027384068627451,2.0104086764705884,1.9435846078431376,2.1258495588235293,2.4578329411764703,1.8029876470588235,2.0770985294117645,1.872682745098039,2.1535048529411767,2.2858634803921567,1.7532917647058823,1.995312598039216,1.6108491666666669,2.01518,2.2352134313725487,2.1638460294117645,1.6758095588235296
2,2.4328594607843135,2.9542607352941177,3.0337508823529413,2.648436323529412,3.103871519607843,2.989380637254902,3.1212755392156866,2.772254068627451,3.6315282352941174,3.229618823529411,2.542943774509804,2.8915519117647066,2.8982816666666666,2.7876331372549026,2.940457205882353,3.2789126470588235,2.508056666666667,2.9760627941176474,2.571926470588235,3.1646915196078433,3.3184934803921573,2.908838970588236,3.7120675,3.095047303921569,2.696987303921569,3.4135719117647056,2.8711049999999996,3.1022299019607837,2.6744088725490185,2.567165098039216,2.745927254901961,3.1986240686274514,3.354520196078431,2.733618970588235
3,4.2019704901960795,4.292679509803922,4.00183661764706,4.2178105392156855,4.688201176470589,4.530840588235294,4.825451519607842,4.065617794117647,5.583065098039215,5.00040112745098,4.4643017156862745,4.507689117647059,3.9793219117647056,3.9257714705882343,3.853131274509804,4.868973578431371,3.3595809803921575,3.4829918627450978,4.597344803921569,5.079662156862744,4.462525294117647,5.165666225490197,5.572365637254903,4.383053382352942,4.1795179901960795,4.7335875,4.191719068627451,4.411806960784314,4.166723529411764,4.101873382352941,3.657471029411765,5.175134019607844,4.872685588235294,3.405299264705883
4,5.139372647058822,6.7276186764705885,6.5374630882352935,7.111744313725491,6.8718386274509795,7.0708458333333315,6.761827156862746,5.485490980392157,8.215951715686275,7.351427254901961,6.4473118627450985,7.47877387254902,6.295187549019607,5.634340098039216,5.055195882352941,7.802043970588234,5.655800049019608,4.561665980392157,6.914360294117645,6.323879362745098,6.986281813725489,6.572827401960785,8.266719656862746,5.722765,6.013283921568628,6.243650049019608,6.489226666666665,7.07673794117647,7.090603333333332,5.925464705882352,5.257824411764706,7.59375794117647,7.019462156862744,4.933824068627453
5,11.87487401960784,11.915473039215687,11.519971225490195,14.102863774509803,13.693608578431371,13.628082843137253,13.687131764705882,10.861223725490197,13.309408039215683,13.100510147058824,13.8711806372549,12.663380441176471,13.614229509803923,12.488058578431374,10.220573529411764,14.341762352941178,10.763911911764705,9.870787696078429,12.727920833333336,11.648463333333334,13.17460769607843,11.53323906862745,15.27637818627451,10.38802137254902,13.247745539215689,12.823407058823529,14.189685098039215,12.98691774509804,13.798342892156862,12.753328774509805,10.02157705882353,15.713120784313727,14.087056764705883,13.155634215686273
6,25.394163970588238,24.809105686274503,18.981966911764708,25.243575147058824,26.824103823529413,25.39191740196078,24.455240833333338,17.739854264705887,21.782098284313726,25.213146960784314,23.864808578431372,23.5537268627451,24.349516764705886,23.40344666666667,18.787004215686274,23.191400245098038,20.750532009803926,22.522423578431372,24.0993181372549,26.26363509803922,24.340611666666664,20.08535431372549,26.17554602941177,20.06570387254902,25.58269397058823,22.016835098039216,23.573773774509807,19.58974671568627,23.948672352941177,21.31473745098039,20.636156470588237,25.182425539215693,22.778471176470585,24.600665049019604
7,31.13631200980392,32.48502166666666,27.036992009803917,30.232701372549013,35.128734607843136,35.6932468627451,31.449964509803927,26.906518431372547,29.3159893137255,33.170105637254906,29.025818725490193,33.64726549019607,32.07239897058823,32.65681401960784,29.13483725490196,32.58153514705883,25.696465686274507,33.16762955882353,36.41171764705882,34.697473872549025,31.339902303921566,33.37698382352941,37.41324803921569,27.284373578431378,32.43845323529412,33.51383465686274,31.46572196078431,27.006831029411764,28.459284509803922,32.92764593137254,27.476997696078428,31.228850000000005,27.66167990196078,33.10166578431372
8,38.988426029411755,37.15636362745098,34.36695406862745,34.90959901960784,44.65356431372549,40.73140176470588,35.275515245098035,37.477539460784314,36.597629999999995,39.91299460784313,32.06931764705882,43.953300588235294,34.750054264705874,36.5526175,36.02160323529411,35.966484460784315,30.605180882352943,45.11688710784314,42.092139117647065,41.03068656862745,36.26621931372549,40.56428421568628,39.455085196078436,35.24167014705883,37.66193965686276,36.919831617647056,37.964423333333336,33.33301352941178,31.00966764705883,35.68461205882353,36.07525117647059,33.9983737745098,33.12910181372549,39.50318112745098
9,29.806725637254907,30.3219581372549,32.542640931372546,27.725429509803927,37.38569083333333,32.318430441176474,32.344239117647064,33.70063794117648,32.66335784313726,32.19822181372549,28.01032240196078,37.968167696078424,29.774628382352944,31.049062549019595,35.24679607843137,33.320024901960785,28.553581568627447,39.484244215686275,34.8062468627451,29.78137671568627,30.525494411764697,36.0551862745098,34.95736142156862,29.12138509803922,29.360139803921566,33.54143495098039,33.67969926470589,30.553956225490197,23.68316637254902,31.487670049019606,30.282237696078443,28.092096519607843,29.217922205882353,33.546877107843144
10,23.38229392156863,20.768228480392157,23.248821372549017,20.957648284313727,27.57306480392156,21.071978480392154,24.714087205882358,24.568230882352943,23.393140735294114,22.388230784313727,21.68808681372549,25.610405294117648,20.590448039215687,20.889481862745097,23.995827352941173,21.63478848039216,22.57901857843137,29.27242455882353,21.046969950980387,20.344961225490195,21.357050049019605,21.276522303921563,21.644813774509803,21.165619411764705,21.233496225490192,20.30941583333334,23.56446705882353,21.34721411764706,17.083956666666666,19.248455784313727,23.1381387745098,20.20026338235294,23.09580975490196,25.37532779411765
11,8.257888627450981,10.038520098039216,9.725612499999999,8.405390784313727,10.281422843137255,8.659473480392156,12.960744803921568,8.192452647058825,9.816812941176469,8.864244166666667,10.326568431372554,9.101623235294117,9.760861274509804,9.257707450980394,11.657657107843136,10.57947044117647,12.098067352941175,11.13642705882353,8.95107362745098,7.517240735294116,9.032157058823532,8.729668529411764,10.684235931372546,7.5318732843137255,7.91903254901961,9.202700490196078,8.781117009803921,7.835927303921568,7.146855539215686,8.71453745098039,9.038892352941176,8.367003529411766,9.341820343137252,9.788691225490195
12,2.1553612745098034,2.6556746568627454,3.1357808823529405,2.8813370588235285,2.836345539215686,3.7727268627450976,3.3850358333333332,3.8170911764705884,3.3594930392156863,2.6517519607843134,2.503981078431373,2.504342990196078,2.953574901960784,2.7077308823529407,3.0056088725490198,2.7571825000000008,3.313530686274509,3.609936666666666,2.822605490196078,2.2014931372549023,2.3695542156862746,2.38508,2.4825671568627454,2.702742843137255,2.381005098039216,2.049335882352941,2.338993235294118,2.742295343137254,2.829256568627451,2.816486274509804,3.340385147058823,2.841621323529412,3.045878774509804,3.628766176470588
