,ACCESS1-0,ACCESS1-3,bcc-csm1-1-m,bcc-csm1-1,BNU-ESM,CanESM2,CCSM4,CESM1-BGC,CESM1-CAM5,CMCC-CESM,CMCC-CM,CMCC-CMS,CNRM-CM5,CSIRO-Mk3-6-0,EC-EARTH,FGOALS-g2,GFDL-CM3,GFDL-ESM2G,GFDL-ESM2M,HadGEM2-AO,HadGEM2-CC,HadGEM2-ES,inmcm4,IPSL-CM5A-LR,IPSL-CM5A-MR,IPSL-CM5B-LR,MIROC-ESM-CHEM,MIROC-ESM,MIROC5,MPI-ESM-LR,MPI-ESM-MR,MRI-CGCM3,MRI-ESM1,NorESM1-M
1,1.2707991588785044,1.3429565420560747,1.2647737850467287,1.216738411214953,1.580453925233645,1.5107787850467291,1.3999188317757008,1.6457267757009344,1.7792928504672898,1.5166925700934577,1.0651496261682243,1.340645046728972,1.4012507009345796,1.2690161214953268,1.6979349065420557,1.3582435981308412,1.4562233644859814,1.3872917289719626,1.4257081775700933,1.3386914953271027,1.527826121495327,1.755688785046729,1.233457523364486,1.4642095327102802,1.2319196728971962,1.4863001869158878,1.5814217757009346,1.2090276168224299,1.395288411214953,1.0441090654205607,1.3856751401869158,1.484879813084112,1.485047289719626,1.1185211214953275
2,1.421257336448598,1.746134112149533,1.8765752336448596,1.5662010280373835,1.9467220093457946,1.8392242990654204,1.9297719626168224,1.7207345327102803,2.2955032710280374,1.9196691121495324,1.5005104205607473,1.7422313551401867,1.7205979439252335,1.6245885514018688,1.8195551869158877,2.0324336915887846,1.4831432242990652,1.8137831308411214,1.559515280373832,1.9984484112149534,2.0808371028037387,1.878096728971963,2.3247717289719625,1.8615890654205607,1.6003172429906538,2.0945788785046724,1.7503814018691588,1.975603831775701,1.6446880373831774,1.5440947196261683,1.668039859813084,1.9294899532710281,2.049120280373832,1.7149286448598133
3,2.5241690186915884,2.6031820093457947,2.408401542056075,2.5215353738317754,2.9130491121495323,2.816835654205607,3.080606962616822,2.588089018691589,3.577865794392524,3.0558612149532705,2.7388921495327105,2.7387950000000005,2.3479225233644856,2.2380205607476635,2.2616518224299065,3.0429324766355137,1.9120498598130844,2.0615995794392523,2.8716823364485977,3.2272644859813084,2.724474345794392,3.301284252336449,3.3895467757009343,2.658280046728972,2.461856355140187,2.9155226168224306,2.5617257943925233,2.748493551401869,2.5590624299065423,2.4862006074766354,2.1848191121495324,3.1724946728971957,2.9322633644859812,2.029146495327103
4,3.1239173364485984,4.533269485981309,4.274340607476637,4.670283411214955,4.550350794392523,4.725891168224299,4.455897056074766,3.684588831775701,5.626806962616821,4.83836714953271,4.200345981308411,4.88507046728972,4.089185934579439,3.5272132242990653,3.1645284112149534,5.196282429906542,3.5699059813084117,2.7553205140186914,4.554293411214953,4.081160373831776,4.5358881775700945,4.4628125233644855,5.33049308411215,3.6671258878504664,3.8117238785046736,3.9668788317756998,4.285711728971963,4.628811822429907,4.61402976635514,3.820657429906543,3.398810794392523,4.827164813084113,4.422158130841121,3.049419813084112
5,8.893836261682244,8.75248429906542,8.355320186915888,10.732916728971961,10.373956915887854,10.433896074766354,10.238357523364488,8.173472710280372,10.136271635514017,9.767122009345794,10.342503738317756,9.475704532710278,10.391430327102803,9.527878177570093,7.071128037383177,11.093170373831779,7.808494953271027,7.058973878504675,9.376911542056074,8.878604859813084,9.795339392523367,8.587122616822429,11.392965607476635,7.750381074766355,9.956515887850468,9.724444859813085,10.812060560747666,9.535434392523364,10.61911710280374,9.586706542056076,7.405381074766355,11.7568438317757,10.666607710280372,10.147162149532711
6,22.861460841121502,21.54739864485982,15.800088411214954,22.141370560747664,23.638006401869156,22.412218598130845,20.599514859813087,14.587688457943926,18.77565565420561,21.963629626168224,20.2373488317757,20.257448971962617,20.40885626168224,20.574952943925236,15.661565093457941,19.785062009345797,17.736358457943922,19.52755406542056,20.894991635514018,23.28481336448598,20.476457242990655,17.93400023364486,22.513917476635513,16.99122060747663,22.085604112149532,18.79324551401869,20.37651214953271,16.18428523364486,20.6597211682243,18.100610420560752,17.843984205607477,20.972316962616826,18.9514426635514,21.72096042056075
7,29.494463738317755,30.02282724299065,23.900676588785053,27.447083831775707,32.28477672897197,33.27251355140188,28.155305934579438,23.805149112149532,26.72740901869158,30.24555747663552,26.346503177570092,30.906357149532717,28.267511355140186,29.90520953271028,25.92559401869159,29.88131626168224,23.440235747663554,29.976613925233643,32.85247738317757,31.937174392523367,28.47317710280374,30.87148280373832,34.30224803738317,24.597849345794394,29.52405542056075,30.630168691588786,28.811811962616826,24.0240664953271,25.913858598130837,29.763163971962616,24.949078691588788,27.707495420560747,24.82674906542056,30.195357943925245
8,37.02647537383178,35.53114560747663,31.251783037383177,32.42616869158878,41.91206126168224,38.80430612149533,32.721559065420564,34.32248971962618,34.092040934579444,37.67407813084112,31.049570373831777,40.89442327102803,31.51647976635514,34.55778481308411,33.21095135514018,33.53282953271028,28.913887102803738,41.79279294392523,38.86621644859814,37.47209836448598,34.39217504672898,38.156849205607486,36.878119205607476,33.07257014018692,34.976485934579436,34.93684640186916,35.61843906542056,30.60247845794393,28.982265654205612,33.25517046728972,33.52266803738318,30.958561214953267,30.419572710280374,36.98724859813084
9,27.412489392523366,28.595403457943924,28.707346542056076,25.228959719626168,34.25470453271028,30.218595607476637,29.397980233644866,31.00332901869159,29.845618785046724,29.61387004672897,26.65227163551402,35.00117210280374,26.848253457943922,28.95791981308411,31.9082238317757,30.847926915887847,26.237824018691594,35.8394423364486,31.756268691588787,26.788186588785045,28.823357102803737,32.93221705607478,31.988224392523357,27.24673023364486,26.96855294392524,31.229670093457948,31.051965981308417,27.801106448598127,21.86213098130841,28.991587429906538,27.647057476635517,25.391661355140187,26.834491308411213,30.578221028037376
10,20.423335887850463,18.700804813084112,19.93738,18.788763878504675,24.631089299065415,18.74193976635514,21.604497383177566,22.10603696261682,20.664107102803737,20.02081560747664,19.869720373831775,22.782378738317757,18.06381813084112,19.142392009345794,21.076434626168222,19.246289579439253,19.957720140186918,25.986091495327106,18.921685514018694,17.433403411214954,19.34701336448598,18.934094813084112,18.77060855140187,19.150369719626166,18.78745785046729,18.27994191588785,21.04640686915888,18.848365467289717,15.193305887850471,16.942532242990655,20.514471401869155,17.620541401869158,20.214468738317755,22.600216869158878
11,6.9732981775700935,8.655059158878505,7.851742149532711,7.359168691588785,8.792643878504673,7.1914519626168225,10.757469626168225,7.025389766355138,8.259319579439254,7.260558177570092,8.614321448598131,7.776828457943926,8.19337855140187,8.113116542056074,9.895390046728972,9.11729714953271,10.218387570093457,9.503378177570095,7.913514112149531,6.474889392523366,7.572795514018692,7.4308956074766375,9.04094738317757,6.1976313084112125,6.797615046728974,7.737824672897195,7.545589158878505,6.657990607476634,5.870411775700934,7.186709953271029,7.6526691121495345,7.001136448598129,7.785395700934577,8.19064598130841
12,1.518345140186916,1.946739906542056,2.4291932710280366,2.194351448598131,2.2197918224299062,2.825933271028038,2.5441379439252336,3.0873005140186915,2.601029813084112,1.9575027570093462,1.89614976635514,1.8280413084112148,2.2343411682242986,2.0524752803738315,2.194722663551402,2.079474672897196,2.5377103271028036,2.740329485981308,2.1819521495327105,1.5008564953271029,1.74016831775701,1.8407034112149532,1.8009257009345798,2.0012580841121492,1.807497102803738,1.531839859813084,1.7172439252336449,2.0659925233644856,2.035552242990654,1.9943561214953267,2.5906176635514013,2.122885046728972,2.202784112149533,2.711669205607477
